ItemId,Name,Category,SubCategory,Price,Rank
11813,Abyssal Ice of Ruin,2,123,1056,45
16017,Soldier's Loyalty,2,123,100,45
16018,Abrasive,2,123,100,45
16019,Rusty Iron Lump,2,123,100,45
16020,Superior Abrasive,2,123,100,45
16522,Spiritual Flame,2,123,100,45
16833,Silver Authentication Orb,2,123,500,50
16834,Gold Authentication Orb,2,123,500,50
19345,Battlefield Ring Plate (Blue),2,123,50000,50
19346,Battlefield Ring Plate (Purple),2,123,50000,50
19347,Battlefield Ring Plate (Green),2,123,50000,50
19348,Battlefield Ring Plate (Black),2,123,50000,50
19349,Battlefield Ring Plate (Blue-green),2,123,50000,50
19350,Battlefield Ring Plate (Yellow),2,123,50000,50
15934,Tarasque Shell,2,123,1200,55
15936,Farana Medal,2,123,1000,55
15937,Elan Medal,2,123,1000,55
15938,Morrow Medal,2,123,1000,55
15939,Kingal Medal,2,123,1000,55
15940,Rare Green Tree Crystal,2,123,1200,60
15941,Ancient Knight's Letter,2,123,952,60
15942,Ancient Knight's Book,2,123,952,60
15943,Ancient Knight's Scripture,2,123,988,60
15989,Pixie Crown,2,123,1200,65
18615,Supreme Merit Medal,2,123,5,65
18611,Myrmidon Ring Plate,2,123,5,70
18612,Inquiry Ring Plate,2,123,5,70
18613,Purge Ring Plate,2,123,5,70
18614,Night Emperor Ring Plate,2,123,5,70
18835,Survey Corps Token,2,123,104,70
19147,Central Tree Drop,2,123,1000,70
15997,Ocean Crystal,2,123,952,75
15998,Blue Opal,2,123,988,75
15999,Blue Skies Blue Opal,2,123,988,75
16000,Sky Dragon's Blue Opal,2,123,988,75
16698,Black Knight's Thoughts,2,123,960,75
17859,Mark of Brute Courage,2,123,500,80
17867,Goblin's Spellstaff,2,123,350,80
17876,Battle Armor Fragment,2,123,500,80
17877,Dragonkin Stone Shard,2,123,250,80
17888,Dragon Head Tile Fragment,2,123,350,80
17889,Dragon Tail Tile Fragment,2,123,350,80
18729,Campaign Battle Armor,2,123,2500,80
18876,Gusty Winds Stone Shard,2,123,250,80
18877,Victorious Chance Stone Shard,2,123,250,80
18878,Fallen Soldier Stone Shard,2,123,250,80
18879,Animal Hunter Stone Shard,2,123,250,80
18880,Demihuman Cutter Stone Shard,2,123,250,80
18881,Demonic Slasher Stone Shard,2,123,250,80
18882,Skeleton Smasher Stone Shard,2,123,250,80
18883,Undead Destroyer Stone Shard,2,123,250,80
18884,Giant Killer Stone Shard,2,123,250,80
19644,Demon Expeller Stone Shard,2,123,250,80
21244,Spirit Purifier Stone Shard,2,123,250,80
21245,Cursed Exorciser Stone Shard,2,123,250,80
21246,Alchemy Sealer Stone Shard,2,123,250,80
21247,Corrupted Sealer Stone Shard,2,123,250,80
21284,War-Ready Break Stone Shard,2,123,250,80
21285,Fragments of the Soft Tissue Erasure Gemstone,2,123,250,80
21286,Winged Slayer's Stone Shard,2,123,250,80
21287,Magickal Constructs Destruction Shard,2,123,250,80
17860,Mark of A Hundred Battles,2,123,1500,85
18656,Guardsman's Spirit,2,123,50,85
18815,Royal Crest Medal (Rathnite District),2,123,1000,85
17868,Blood Drinking Vessel,2,123,350,95
18658,Courtier's Spirit,2,123,50,95
19655,Reinforced Battle Armor,2,123,2000,95
17863,Evil Eye Lens,2,123,2500,100
18819,Royal Crest Medal (Feryana District),2,123,1000,100
21184,Mark of Tyranny,2,123,2000,100
21222,Cracked Amulet,2,123,350,100
18659,Executor's Spirit,2,123,50,105
21227,Low-Grade Reinforced Armor,2,123,2000,105
21231,Burning Magma Lump,2,123,2500,105
21668,King Draf Enthronement Commemerotive Coin,2,123,2000,108
21239,Void's Heartbeat,2,123,2000,110
21253,Mark of the Underworld,2,123,2000,110
21263,Small Flame Remains,2,123,350,110
21627,Demon Crystal of Atonement,2,123,2000,110
18660,Retainer's Spirit,2,123,50,115
18820,Royal Crest Medal (Megadosys District),2,123,1000,115
21268,Howling Blaze Lump,2,123,2000,115
21669,King Kileek Enthronement Commemerotive Coin,2,123,2000,118
18826,Royal Crest Medal (Urteca District),2,123,1000,120
21293,Bright Fire Wing,2,123,2000,120
24737,Otherworldly Drop,2,123,900,130
25524,Shiny white Bonebiter Beetle,2,123,350,140
9195,Crest of Power,2,124,100,3
9199,Crest of Magick,2,124,100,3
9209,Crest of Flesh Cutting,2,124,100,3
9211,Crest of Beast Hunting,2,124,100,3
9215,Crest of Massacre,2,124,100,3
9217,Crest of Fracturing,2,124,100,3
9219,Crest of Mutilation,2,124,100,3
9223,Crest of Splicing,2,124,100,3
9225,Crest of Purification,2,124,100,3
9231,Crest of Manslaying,2,124,100,3
9239,Crest of Poison,2,124,100,3
9243,Crest of Sleep,2,124,100,3
9245,Crest of Drenching,2,124,100,3
9247,Crest of Tarring,2,124,100,3
9267,Crest of Decreased Fire Resist,2,124,100,3
9269,Crest of Decreased Ice Resist,2,124,100,3
9271,Crest of Decreased Lightning Resist,2,124,100,3
9277,Crest of Lowered Strength,2,124,100,3
9279,Crest of Lowered Defense,2,124,100,3
9281,Crest of Lowered Magick,2,124,100,3
9283,Crest of Lowered Magick Defense,2,124,100,3
