Tier,Level,ItemId,Name,Rank,Subcategory,ItemType,JobGroup,EquipSlot
A,70,12270,"Incrementum",35,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,2024,"Ostium",35,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,3047,"Ostium",35,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,4070,"Ostium",35,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,5093,"Ostium",35,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,12032,"Angelic Protection",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12033,"Angelic Protection",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12034,"Angelic Protection",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12035,"Angelic Protection",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12037,"Corpse's Groan",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12038,"Corpse's Groan",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12039,"Corpse's Groan",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12040,"Corpse's Groan",35,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,1991,"Egg of Agony",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,3014,"Egg of Agony",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,4037,"Egg of Agony",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,5060,"Egg of Agony",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,11952,"Hauteclere",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,11953,"Hauteclere",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,11954,"Hauteclere",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,11955,"Hauteclere",35,"Greatsword","Weapon","Warrior","WepMain"
A,70,12352,"Angleichen",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12353,"Angleichen",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12354,"Angleichen",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12355,"Angleichen",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12347,"Hávamál",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12348,"Hávamál",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12349,"Hávamál",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12350,"Hávamál",35,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12072,"Judgement",35,"Rod","Weapon","ShieldSage","WepSub"
A,70,12073,"Judgement",35,"Rod","Weapon","ShieldSage","WepSub"
A,70,12074,"Judgement",35,"Rod","Weapon","ShieldSage","WepSub"
A,70,12075,"Judgement",35,"Rod","Weapon","ShieldSage","WepSub"
A,70,11897,"Pelta Shield",35,"Shield","Weapon","Fighter","WepSub"
A,70,11898,"Pelta Shield",35,"Shield","Weapon","Fighter","WepSub"
A,70,11899,"Pelta Shield",35,"Shield","Weapon","Fighter","WepSub"
A,70,11900,"Pelta Shield",35,"Shield","Weapon","Fighter","WepSub"
A,70,12437,"Orient Charm",35,"Staff","Weapon","Priest","WepMain"
A,70,12438,"Orient Charm",35,"Staff","Weapon","Priest","WepMain"
A,70,12439,"Orient Charm",35,"Staff","Weapon","Priest","WepMain"
A,70,12440,"Orient Charm",35,"Staff","Weapon","Priest","WepMain"
A,70,12432,"Seeker's Staff",35,"Staff","Weapon","Priest","WepMain"
A,70,12433,"Seeker's Staff",35,"Staff","Weapon","Priest","WepMain"
A,70,12434,"Seeker's Staff",35,"Staff","Weapon","Priest","WepMain"
A,70,12435,"Seeker's Staff",35,"Staff","Weapon","Priest","WepMain"
A,70,11857,"Constellation",35,"Sword","Weapon","Fighter","WepMain"
A,70,11858,"Constellation",35,"Sword","Weapon","Fighter","WepMain"
A,70,11859,"Constellation",35,"Sword","Weapon","Fighter","WepMain"
A,70,11860,"Constellation",35,"Sword","Weapon","Fighter","WepMain"
A,70,11862,"Moderate Savior",35,"Sword","Weapon","Fighter","WepMain"
A,70,11863,"Moderate Savior",35,"Sword","Weapon","Fighter","WepMain"
A,70,11864,"Moderate Savior",35,"Sword","Weapon","Fighter","WepMain"
A,70,11865,"Moderate Savior",35,"Sword","Weapon","Fighter","WepMain"
A,70,12814,"Alloy Gloves",40,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12815,"Alloy Gloves",40,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12816,"Alloy Gloves",40,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12817,"Alloy Gloves",40,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12904,"Aquila Gloves",40,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12905,"Aquila Gloves",40,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12906,"Aquila Gloves",40,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12907,"Aquila Gloves",40,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12874,"Arms of Certainty",40,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12875,"Arms of Certainty",40,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12876,"Arms of Certainty",40,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12877,"Arms of Certainty",40,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12844,"Libertas Sleeves",40,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12845,"Libertas Sleeves",40,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12846,"Libertas Sleeves",40,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12847,"Libertas Sleeves",40,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12677,"Alloy Armor",40,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12678,"Alloy Armor",40,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12679,"Alloy Armor",40,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12680,"Alloy Armor",40,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12767,"Aquila Armor",40,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12768,"Aquila Armor",40,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12769,"Aquila Armor",40,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12770,"Aquila Armor",40,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12737,"Coat of Certainty",40,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12738,"Coat of Certainty",40,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12739,"Coat of Certainty",40,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12740,"Coat of Certainty",40,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12707,"Libertas Robe",40,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12708,"Libertas Robe",40,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12709,"Libertas Robe",40,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12710,"Libertas Robe",40,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12557,"Alloy Helm",40,"Helm","Armor","GroupHeavy","ArmorHead"
A,70,12558,"Alloy Helm",40,"Helm","Armor","GroupHeavy","ArmorHead"
A,70,12559,"Alloy Helm",40,"Helm","Armor","GroupHeavy","ArmorHead"
A,70,12560,"Alloy Helm",40,"Helm","Armor","GroupHeavy","ArmorHead"
A,70,12647,"Aquila Helm",40,"Helm","Armor","GroupLight","ArmorHead"
A,70,12648,"Aquila Helm",40,"Helm","Armor","GroupLight","ArmorHead"
A,70,12649,"Aquila Helm",40,"Helm","Armor","GroupLight","ArmorHead"
A,70,12650,"Aquila Helm",40,"Helm","Armor","GroupLight","ArmorHead"
A,70,12617,"Helm of Certainty",40,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,70,12618,"Helm of Certainty",40,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,70,12619,"Helm of Certainty",40,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,70,12620,"Helm of Certainty",40,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,70,12587,"Libertas Cap",40,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,70,12588,"Libertas Cap",40,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,70,12589,"Libertas Cap",40,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,70,12590,"Libertas Cap",40,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,70,13104,"Imperial Chain",40,"Inner Body Clothing","Armor","All","ClothingBody"
A,70,13105,"Imperial Chain",40,"Inner Body Clothing","Armor","All","ClothingBody"
A,70,13106,"Imperial Chain",40,"Inner Body Clothing","Armor","All","ClothingBody"
A,70,13107,"Imperial Chain",40,"Inner Body Clothing","Armor","All","ClothingBody"
A,70,13144,"Imperial Hose",40,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,70,13145,"Imperial Hose",40,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,70,13146,"Imperial Hose",40,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,70,13147,"Imperial Hose",40,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,70,12934,"Alloy Greaves",40,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,70,12935,"Alloy Greaves",40,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,70,12936,"Alloy Greaves",40,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,70,12937,"Alloy Greaves",40,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,70,13024,"Aquila Cuisses",40,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,70,13025,"Aquila Cuisses",40,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,70,13026,"Aquila Cuisses",40,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,70,13027,"Aquila Cuisses",40,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,70,12994,"Greaves of Certainty",40,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,70,12995,"Greaves of Certainty",40,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,70,12996,"Greaves of Certainty",40,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,70,12997,"Greaves of Certainty",40,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,70,12964,"Libertas Shoes",40,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,70,12965,"Libertas Shoes",40,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,70,12966,"Libertas Shoes",40,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,70,12967,"Libertas Shoes",40,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,70,13184,"Imperial Cape",40,"Overwear","Armor","All","Overwear"
A,70,13185,"Imperial Cape",40,"Overwear","Armor","All","Overwear"
A,70,13186,"Imperial Cape",40,"Overwear","Armor","All","Overwear"
A,70,13187,"Imperial Cape",40,"Overwear","Armor","All","Overwear"
A,70,12497,"Wand of Tyrant",40,"Archistaff","Weapon","Sorcerer","WepMain"
A,70,12498,"Wand of Tyrant",40,"Archistaff","Weapon","Sorcerer","WepMain"
A,70,12499,"Wand of Tyrant",40,"Archistaff","Weapon","Sorcerer","WepMain"
A,70,12500,"Wand of Tyrant",40,"Archistaff","Weapon","Sorcerer","WepMain"
A,70,12217,"Bow of Tyrant",40,"Bow","Weapon","Hunter","WepMain"
A,70,12218,"Bow of Tyrant",40,"Bow","Weapon","Hunter","WepMain"
A,70,12219,"Bow of Tyrant",40,"Bow","Weapon","Hunter","WepMain"
A,70,12220,"Bow of Tyrant",40,"Bow","Weapon","Hunter","WepMain"
A,70,12132,"Blade of Tyrant",40,"Dagger","Weapon","Seeker","WepMain"
A,70,12133,"Blade of Tyrant",40,"Dagger","Weapon","Seeker","WepMain"
A,70,12134,"Blade of Tyrant",40,"Dagger","Weapon","Seeker","WepMain"
A,70,12135,"Blade of Tyrant",40,"Dagger","Weapon","Seeker","WepMain"
A,70,12272,"Gauntlet of Tyrant",40,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,12273,"Gauntlet of Tyrant",40,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,12274,"Gauntlet of Tyrant",40,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,12275,"Gauntlet of Tyrant",40,"Gauntlet","Weapon","Alchemist","WepMain"
A,70,12042,"Wall of Tyrant",40,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12043,"Wall of Tyrant",40,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12044,"Wall of Tyrant",40,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,12045,"Wall of Tyrant",40,"Greatshield","Weapon","ShieldSage","WepMain"
A,70,11957,"Saw of Tyrant",40,"Greatsword","Weapon","Warrior","WepMain"
A,70,11958,"Saw of Tyrant",40,"Greatsword","Weapon","Warrior","WepMain"
A,70,11959,"Saw of Tyrant",40,"Greatsword","Weapon","Warrior","WepMain"
A,70,11960,"Saw of Tyrant",40,"Greatsword","Weapon","Warrior","WepMain"
A,70,14778,"Spear of Tyrant",40,"Lance","Weapon","SpiritLancer","WepMain"
A,70,14779,"Spear of Tyrant",40,"Lance","Weapon","SpiritLancer","WepMain"
A,70,14780,"Spear of Tyrant",40,"Lance","Weapon","SpiritLancer","WepMain"
A,70,14781,"Spear of Tyrant",40,"Lance","Weapon","SpiritLancer","WepMain"
A,70,12357,"Spell of Tyrant",40,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12358,"Spell of Tyrant",40,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12359,"Spell of Tyrant",40,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,12360,"Spell of Tyrant",40,"Magick Bow","Weapon","ElementArcher","WepMain"
A,70,20043,"Magias Sword",40,"Magick Sword","Weapon","HighScepter","WepMain"
A,70,20044,"Magias Sword",40,"Magick Sword","Weapon","HighScepter","WepMain"
A,70,20045,"Magias Sword",40,"Magick Sword","Weapon","HighScepter","WepMain"
A,70,12077,"Rod of Tyrant",40,"Rod","Weapon","ShieldSage","WepSub"
A,70,12078,"Rod of Tyrant",40,"Rod","Weapon","ShieldSage","WepSub"
A,70,12079,"Rod of Tyrant",40,"Rod","Weapon","ShieldSage","WepSub"
A,70,12080,"Rod of Tyrant",40,"Rod","Weapon","ShieldSage","WepSub"
A,70,11902,"Shield of Tyrant",40,"Shield","Weapon","Fighter","WepSub"
A,70,11903,"Shield of Tyrant",40,"Shield","Weapon","Fighter","WepSub"
A,70,11904,"Shield of Tyrant",40,"Shield","Weapon","Fighter","WepSub"
A,70,11905,"Shield of Tyrant",40,"Shield","Weapon","Fighter","WepSub"
A,70,12442,"Staff of Tyrant",40,"Staff","Weapon","Priest","WepMain"
A,70,12443,"Staff of Tyrant",40,"Staff","Weapon","Priest","WepMain"
A,70,12444,"Staff of Tyrant",40,"Staff","Weapon","Priest","WepMain"
A,70,12445,"Staff of Tyrant",40,"Staff","Weapon","Priest","WepMain"
A,70,11867,"Sword of Tyrant",40,"Sword","Weapon","Fighter","WepMain"
A,70,11868,"Sword of Tyrant",40,"Sword","Weapon","Fighter","WepMain"
A,70,11869,"Sword of Tyrant",40,"Sword","Weapon","Fighter","WepMain"
A,70,11870,"Sword of Tyrant",40,"Sword","Weapon","Fighter","WepMain"
A,70,12849,"Carrion Claws",45,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12850,"Carrion Claws",45,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12851,"Carrion Claws",45,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12852,"Carrion Claws",45,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,70,12909,"Gauntlets of Concealment",45,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12910,"Gauntlets of Concealment",45,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12911,"Gauntlets of Concealment",45,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12912,"Gauntlets of Concealment",45,"Arm Armor","Armor","GroupLight","ArmorArm"
A,70,12819,"Predator Gauntlets",45,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12820,"Predator Gauntlets",45,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12821,"Predator Gauntlets",45,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12822,"Predator Gauntlets",45,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,70,12879,"Scholarly Arms",45,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12880,"Scholarly Arms",45,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12881,"Scholarly Arms",45,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12882,"Scholarly Arms",45,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,70,12712,"Carrion Breastplate",45,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12713,"Carrion Breastplate",45,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12714,"Carrion Breastplate",45,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12715,"Carrion Breastplate",45,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,70,12772,"Garb of Concealment",45,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12773,"Garb of Concealment",45,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12774,"Garb of Concealment",45,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12775,"Garb of Concealment",45,"Body Armor","Armor","GroupLight","ArmorBody"
A,70,12682,"Predator Armor",45,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12683,"Predator Armor",45,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12684,"Predator Armor",45,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12685,"Predator Armor",45,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,70,12742,"Scholarly Coat",45,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12743,"Scholarly Coat",45,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12744,"Scholarly Coat",45,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12745,"Scholarly Coat",45,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,70,12592,"Carrion Face",45,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,70,12593,"Carrion Face",45,"Helm","Armor","GroupMagickRanged","ArmorHead"
